Zip,CD110,privatepartyexcellent,privatepartyfair,privatepartygood,privatepartyverygood,min-tradeinfair,tradeinfair,max-tradeinfair,min-tradeingood,tradeingood,max-tradeingood,min-tradeinverygood,tradeinverygood,max-tradeinverygood
3901,ME-01,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
4010,ME-02,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
20601,MD-05,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
20701,MD-03,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
20701,MD-07,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
20706,MD-04,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
20712,MD-08,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
20755,MD-02,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
20842,MD-06,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
21001,MD-01,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
1001,MA-02,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
1002,MA-01,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
1005,MA-03,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
1432,MA-05,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
1701,MA-07,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
1730,MA-06,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
1770,MA-04,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
2021,MA-09,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
2025,MA-10,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
2108,MA-08,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
48001,MI-10,13117,11117,12267,12667,8996,9311,9634,10416,10761,11105,10958,11311,11663
48009,MI-09,13117,11117,12267,12667,8996,9311,9634,10416,10761,11105,10958,11311,11663
48015,MI-12,13117,11117,12267,12667,8996,9311,9634,10416,10761,11105,10958,11311,11663
48101,MI-13,13117,11117,12267,12667,8996,9311,9634,10416,10761,11105,10958,11311,11663
48101,MI-14,13117,11117,12267,12667,8996,9311,9634,10416,10761,11105,10958,11311,11663
48101,MI-15,13117,11117,12267,12667,8996,9311,9634,10416,10761,11105,10958,11311,11663
48103,MI-07,13117,11117,12267,12667,8996,9311,9634,10416,10761,11105,10958,11311,11663
48111,MI-11,13117,11117,12267,12667,8996,9311,9634,10416,10761,11105,10958,11311,11663
48114,MI-08,13117,11117,12267,12667,8996,9311,9634,10416,10761,11105,10958,11311,11663
48415,MI-04,13117,11117,12267,12667,8996,9311,9634,10416,10761,11105,10958,11311,11663
48415,MI-05,13117,11117,12267,12667,8996,9311,9634,10416,10761,11105,10958,11311,11663
48610,MI-01,13117,11117,12267,12667,8996,9311,9634,10416,10761,11105,10958,11311,11663
48809,MI-03,13117,11117,12267,12667,8996,9311,9634,10416,10761,11105,10958,11311,11663
49001,MI-06,13117,11117,12267,12667,8996,9311,9634,10416,10761,11105,10958,11311,11663
49010,MI-02,13117,11117,12267,12667,8996,9311,9634,10416,10761,11105,10958,11311,11663
55001,MN-02,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
55001,MN-06,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
55006,MN-08,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
55016,MN-04,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
55027,MN-01,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
55112,MN-05,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
55303,MN-03,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
55307,MN-07,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
38601,MS-01,13185,11185,12335,12735,9046,9361,9684,10466,10811,11155,11008,11361,11713
38606,MS-02,13185,11185,12335,12735,9046,9361,9684,10466,10811,11155,11008,11361,11713
39042,MS-03,13185,11185,12335,12735,9046,9361,9684,10466,10811,11155,11008,11361,11713
39168,MS-04,13185,11185,12335,12735,9046,9361,9684,10466,10811,11155,11008,11361,11713
51630,MO-06,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
52626,MO-09,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
63005,MO-02,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
63010,MO-03,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
63020,MO-08,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
63031,MO-01,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
64001,MO-04,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
64012,MO-05,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
64748,MO-07,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
59001,MT-00,13064,11064,12214,12614,8958,9273,9596,10378,10723,11067,10920,11273,11625
68001,NE-01,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
68005,NE-02,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
68303,NE-03,13164,11164,12314,12714,9031,9346,9669,10451,10796,11140,10993,11346,11698
89001,NV-02,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
89004,NV-03,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
89030,NV-01,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
3031,NH-01,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
3031,NH-02,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
7001,NJ-07,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
7001,NJ-13,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
7002,NJ-10,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
7003,NJ-08,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
7004,NJ-11,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
7010,NJ-09,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
7060,NJ-06,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
7401,NJ-05,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
7701,NJ-12,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
7719,NJ-04,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
8001,NJ-02,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
8002,NJ-03,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
8003,NJ-01,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
79922,NM-02,13195,11195,12345,12745,9053,9368,9691,10473,10818,11162,11015,11368,11720
86504,NM-03,13195,11195,12345,12745,9053,9368,9691,10473,10818,11162,11015,11368,11720
87001,NM-01,13195,11195,12345,12745,9053,9368,9691,10473,10818,11162,11015,11368,11720
6390,NY-01,13096,11096,12246,12646,8981,9296,9619,10401,10746,11090,10943,11296,11648
10001,NY-08,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
10002,NY-12,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
10002,NY-14,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
10023,NY-15,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
10301,NY-13,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
10451,NY-16,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
10458,NY-07,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
10458,NY-17,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
10501,NY-19,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
10502,NY-18,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
10916,NY-22,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
11001,NY-04,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
11001,NY-06,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
11004,NY-05,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
11050,NY-03,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
11201,NY-10,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
11201,NY-11,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
11204,NY-09,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
11701,NY-02,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
12008,NY-21,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
12010,NY-20,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
12010,NY-23,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
13021,NY-24,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
13021,NY-25,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
14001,NY-26,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
14004,NY-27,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
14008,NY-28,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
14009,NY-29,12956,10956,12106,12506,8879,9194,9517,10299,10644,10988,10841,11194,11546
27006,NC-05,13185,11185,12335,12735,9046,9361,9684,10466,10811,11155,11008,11361,11713
27012,NC-12,13185,11185,12335,12735,9046,9361,9684,10466,10811,11155,11008,11361,11713
27025,NC-13,13185,11185,12335,12735,9046,9361,9684,10466,10811,11155,11008,11361,11713
